WELL,DEPTH,GR,RT,NPHI,RHOB,LITHOLOGY,HYDROCARBON,VSHALE_GR,PHID,PHIN,PHIA,SW_ARCHIE,PERM_TIMUR,NET_PAY
Well_0,1555,73.57956975826535,453.47485180082055,0.28044005070867395,2.6019697126749066,SANDSTONE,1,0.41974462197831686,0.029109265045511087,0.28044005070867395,0.15477465787709252,0.1,0.1,0
Well_0,1560,69.60494911668948,507.9566948095402,0.19100582942072922,2.544678987707647,SANDSTONE,1,0.3700618639586185,0.06383091654081995,0.19100582942072922,0.12741837298077457,0.11011705815922278,0.1,1
Well_0,1565,70.83368019017071,461.57581409473823,0.2723510058394866,2.319921274189558,SANDSTONE,1,0.3854210023771339,0.20004771261238902,0.2723510058394866,0.23619935922593782,0.1,0.1,1
Well_0,1570,67.76649062941388,477.5877336574236,0.31393500388566703,2.4374651698957375,SANDSTONE,1,0.3470811328676735,0.12880898794197723,0.31393500388566703,0.22137199591382212,0.1,0.1,1
Well_0,1575,61.878273478857125,456.08673264400255,0.2970602460744838,2.505226876130404,SANDSTONE,1,0.2734784184857141,0.08774128719369438,0.2970602460744838,0.1924007666340891,0.1,0.1,1
Well_0,1580,64.66560747011862,480.98581265771514,0.27251050902386276,2.5564183866002606,SANDSTONE,1,0.3083200933764827,0.05671612933317537,0.27251050902386276,0.16461331917851907,0.1,0.1,1
Well_0,1585,62.94267856901548,459.92926357892463,0.25783493794945683,2.36184559150706,SANDSTONE,1,0.28678348211269344,0.17463903545026663,0.25783493794945683,0.21623698669986174,0.1,0.1,1
Well_0,1590,72.92441227843476,474.27268116571963,0.26975158624269535,2.4601598166876175,SANDSTONE,1,0.4115551534804345,0.11505465655295903,0.26975158624269535,0.1924031213978272,0.1,0.1,0
Well_0,1595,55.80950208728486,457.15907507327876,0.2593167470476185,2.4147446058199,SANDSTONE,1,0.19761877609106077,0.14257902677581827,0.2593167470476185,0.2009478869117184,0.1,0.1,1
Well_0,1600,68.35035239112891,477.3458560777667,0.32618375957973744,2.4928930123841764,SANDSTONE,1,0.35437940488911135,0.09521635613080215,0.32618375957973744,0.2107000578552698,0.1,0.1,1
Well_0,1605,72.53871341501664,465.26406477493964,0.2120350460844503,2.4768056773216918,SANDSTONE,1,0.40673391768770806,0.10496625616867161,0.2120350460844503,0.15850065112656098,0.1,0.1,0
Well_0,1610,70.56551160719927,527.8669022955328,0.2638273535999879,2.5030505747443184,SANDSTONE,1,0.38206889508999087,0.0890602577307161,0.2638273535999879,0.176443805665352,0.1,0.1,1
Well_0,1615,69.61609181073656,437.7026334546938,0.3038828669788722,2.5390814299725712,SANDSTONE,1,0.37020114763420703,0.06722337577419919,0.3038828669788722,0.18555312137653568,0.1,0.1,1
Well_0,1620,77.87352897821947,89.63394304213082,0.3116820118715045,2.366778702334247,SHALE,0,0.47341911222774335,0.17164927131257765,0.3116820118715045,0.24166564159204107,0.13821298273425112,0.1,0
Well_0,1625,75.83178044579171,105.08607977564454,0.2398820927895009,2.4336229689894076,SHALE,0,0.44789725557239635,0.13113759455187415,0.2398820927895009,0.1855098436706875,0.16628782199351508,0.1,0
Well_0,1630,70.95972315866541,453.47444118979655,0.22307827961143756,2.4844118253421112,SANDSTONE,1,0.38699653948331764,0.1003564694896295,0.22307827961143756,0.16171737455053353,0.1,0.1,1
Well_0,1635,59.34017237052795,477.434957963158,0.24201545551640746,2.6029215397590324,LIMESTONE,1,0.2417521546315994,0.02853240014604092,0.24201545551640746,0.1352739278312242,0.10698645368140924,0.1,1
Well_0,1640,62.13067658442663,457.5007741460241,0.2940036990645116,2.380457642042913,SANDSTONE,1,0.2766334573053329,0.163359004822477,0.2940036990645116,0.22868135194349432,0.1,0.1,1
Well_0,1645,54.75609058143621,129.10459485556507,0.019200586613623012,2.707711625302532,LIMESTONE,1,0.18445113226795265,0.0,0.019200586613623012,0.009600293306811506,1.0,0.1,0
Well_0,1650,55.080319177879154,116.04865988270309,0.030316562324117377,2.587304387573206,LIMESTONE,1,0.18850398972348942,0.037997340864723575,0.030316562324117377,0.034156951594420476,0.8594108472255635,0.1,0
Well_0,1655,57.700906891563896,103.99512626175871,0.07493986916083613,2.720656773379706,LIMESTONE,1,0.2212613361445487,0.0,0.07493986916083613,0.037469934580418064,0.8275811153127987,0.1,0
Well_0,1660,45.68124401961001,102.34399761977576,0.07621725784942027,2.635792803177839,LIMESTONE,1,0.07101555024512515,0.00861042231646127,0.07621725784942027,0.04241384008294077,0.7369893584403386,0.1,0
Well_0,1665,71.13923634684248,21.864305774920126,0.03168597873438038,2.7454652053106545,SHALE,0,0.389240454335531,0.0,0.03168597873438038,0.01584298936719019,1.0,0.1,0
Well_0,1670,42.734674533121705,115.98576071127538,0.10218295102068195,2.627286331151811,LIMESTONE,1,0.03418343166402131,0.013765859907993224,0.10218295102068195,0.05797440546433759,0.5064789017682847,0.1,0
Well_0,1675,62.11525252783814,21.53956040819553,0.09208688845029453,2.844684355232264,SHALE,0,0.27644065659797673,0.0,0.09208688845029453,0.046043444225147265,1.0,0.1,0
Well_0,1680,50.02761007536621,15.697239557890114,0.04073965076169414,2.627676093822713,SHALE,0,0.12534512594207764,0.013529640107446715,0.04073965076169414,0.027134645434570427,1.0,0.1,0
Well_0,1685,51.710474141253876,104.7992741581576,0.07572580763036041,2.75911557654283,LIMESTONE,1,0.14638092676567344,0.0,0.07572580763036041,0.037862903815180204,0.8158436628128647,0.1,0
Well_0,1690,52.61151015417399,132.29508383668374,0.05948537865332115,2.9105544499471177,LIMESTONE,1,0.1576438769271749,0.0,0.05948537865332115,0.029742689326660576,0.9243744061048841,0.1,0
Well_0,1695,58.73816471304498,15.150955605241581,0.03529830870862647,2.731538709839403,SHALE,0,0.23422705891306225,0.0,0.03529830870862647,0.017649154354313235,1.0,0.1,0
Well_0,1700,50.24686338213641,113.88705077147543,0.08162221238766618,2.687114603607398,LIMESTONE,1,0.12808579227670513,0.0,0.08162221238766618,0.04081110619383309,0.7260799764792419,0.1,0
Well_0,1705,44.013554054710866,11.843080235639398,0.054029635088449206,2.7614528201658257,SHALE,0,0.05016942568388583,0.0,0.054029635088449206,0.027014817544224603,1.0,0.1,0
Well_0,1710,54.622428676696956,13.178916234089312,0.0726205114259953,2.723766306998255,SHALE,0,0.18278035845871193,0.0,0.0726205114259953,0.03631025571299765,1.0,0.1,0
Well_0,1715,43.64291687338359,99.8697275973692,0.06917134520383983,2.601503292793498,LIMESTONE,1,0.04553646091729489,0.029391943761516305,0.06917134520383983,0.049281644482678064,0.6420929122021891,0.1,0
Well_0,1720,56.059364838877755,109.90100885605312,0.09991662094571815,2.7772450807827402,LIMESTONE,1,0.20074206048597193,0.0,0.09991662094571815,0.04995831047285908,0.6037976491335411,0.1,0
Well_0,1725,38.70479755582401,14.689395335530872,0.08287614166671962,2.734043792692925,SHALE,0,0.0,0.0,0.08287614166671962,0.04143807083335981,1.0,0.1,0
Well_0,1730,57.6319680984554,191.31777004422776,0.08455179897125484,2.783786167834396,LIMESTONE,1,0.22039960123069252,0.0,0.08455179897125484,0.04227589948562742,0.5407910409727112,0.1,0
Well_0,1735,62.02150887032694,22.616107957131693,0.057967006311249465,2.7536584542594094,SHALE,0,0.27526886087908675,0.0,0.057967006311249465,0.028983503155624733,1.0,0.1,0
Well_0,1740,44.7532390900192,18.16538151054305,0.052864177215586734,2.699490847770854,SHALE,0,0.05941548862524,0.0,0.052864177215586734,0.026432088607793367,1.0,0.1,0
Well_0,1745,75.62807690213,10.003476262293487,0.08801288936169524,2.563923646924776,SHALE,0,0.44535096127662505,0.05216748671225697,0.08801288936169524,0.0700901880369761,1.0,0.1,0
Well_0,1750,47.762172577500586,122.69144783951725,0.06935348422332371,2.6067213343856035,LIMESTONE,1,0.09702715721875732,0.026229494311755405,0.06935348422332371,0.04779148926753956,0.5973684617402327,0.1,0
Well_0,1755,45.32845414279524,112.50750692704987,0.04551408469894574,2.710257603786506,LIMESTONE,1,0.06660567678494048,0.0,0.04551408469894574,0.02275704234947287,1.0,0.1,0
Well_0,1760,52.93720963443306,79.49754739621221,0.1317434063302196,2.743654438405389,SANDSTONE,1,0.16171512043041325,0.0,0.1317434063302196,0.0658717031651098,0.5384237918541357,0.1,0
Well_0,1765,32.23006536881885,100.20102607098852,0.047571489707408196,2.761135583403646,LIMESTONE,1,0.0,0.0,0.047571489707408196,0.023785744853704098,1.0,0.1,0
Well_0,1770,44.55628385106792,18.717830898903948,0.08257470201987355,2.7622013321535577,SHALE,0,0.056953548138348964,0.0,0.08257470201987355,0.041287351009936774,1.0,0.1,0
Well_0,1775,40.47852716483716,17.609363581517865,0.053176724315631155,2.640674578014051,SHALE,0,0.005981589560464506,0.0056517709005750785,0.053176724315631155,0.029414247608103117,1.0,0.1,0
Well_0,1780,70.13603363820589,21.29713979047909,0.02959856502040848,2.76636987238433,SHALE,0,0.37670042047757357,0.0,0.02959856502040848,0.01479928251020424,1.0,0.1,0
Well_0,1785,73.70305320552126,24.42492383143966,0.021843984671839435,2.654202190790648,SHALE,0,0.42128816506901573,0.0,0.021843984671839435,0.010921992335919718,1.0,0.1,0
Well_0,1790,100.75831243132293,66.66290420453612,0.0694899311331276,2.837898606003942,SHALE,0,0.7594789053915367,0.0,0.0694899311331276,0.0347449655665638,1.0,0.1,0
Well_0,1795,78.81989622367587,69.8685329002488,-0.04106267191333143,2.693976870422852,SHALE,0,0.48524870279594834,0.0,-0.04106267191333143,-0.020531335956665717,1.0,,0
Well_0,1800,85.5635194255251,63.89216946020162,0.1051476874066898,2.661516571492745,SHALE,0,0.5695439928190638,0.0,0.1051476874066898,0.0525738437033449,0.752499910955734,0.1,0
Well_0,1805,83.68875607248687,70.7497314786961,0.0994135469607242,2.66105890963524,SHALE,0,0.5461094509060859,0.0,0.0994135469607242,0.0497067734803621,0.7563486368546862,0.1,0
Well_0,1810,99.7208384610063,70.11215464361088,0.026730088757302213,2.812896159670657,SHALE,0,0.7465104807625786,0.0,0.026730088757302213,0.013365044378651107,1.0,0.1,0
Well_0,1815,90.0797978951914,67.02488321421396,0.05826941083844131,2.7451027939806547,SHALE,0,0.6259974736898926,0.0,0.05826941083844131,0.029134705419220655,1.0,0.1,0
Well_0,1820,89.22437439196918,73.30161674060041,0.1037558527731013,2.6769026418234474,SHALE,0,0.6153046798996147,0.0,0.1037558527731013,0.05187792638655065,0.7119682300269381,0.1,0
Well_0,1825,109.41953468601938,60.195537636111126,0.05162179543767324,2.8229932582483617,SHALE,0,0.8677441835752422,0.0,0.05162179543767324,0.02581089771883662,1.0,0.1,0
Well_0,1830,90.89911961680703,66.80750978934365,0.049931680778022486,2.7364878069568888,SHALE,0,0.6362389952100879,0.0,0.049931680778022486,0.024965840389011243,1.0,0.1,0
Well_0,1835,82.1955533700146,74.13406610852694,0.06688581286769216,2.720495114108743,SHALE,0,0.5274444171251824,0.0,0.06688581286769216,0.03344290643384608,1.0,0.1,0
Well_0,1840,97.0851996937892,71.38761893429432,0.08056121185390955,2.8262981890834844,SHALE,0,0.7135649961723651,0.0,0.08056121185390955,0.040280605926954774,0.9291643890423931,0.1,0
Well_0,1845,79.79925083023598,67.0152992981966,0.0785941564424386,2.8247575029642724,SHALE,0,0.4974906353779497,0.0,0.0785941564424386,0.0392970782212193,0.9829982799439255,0.1,0
Well_0,1850,87.88018499981523,70.36794203904701,0.09450529516239348,2.728602170622729,SHALE,0,0.5985023124976904,0.0,0.09450529516239348,0.04725264758119674,0.7977860312962677,0.1,0
Well_0,1855,93.56017475115708,68.73545992898192,0.04964491219192413,2.8638300298885704,SHALE,0,0.6695021843894635,0.0,0.04964491219192413,0.024822456095962064,1.0,0.1,0
Well_0,1860,96.343364429337,73.77910687640903,0.09533971250337062,2.7776081890602162,SHALE,0,0.7042920553667125,0.0,0.09533971250337062,0.04766985625168531,0.7723060924928085,0.1,0
Well_0,1865,94.90873065240635,68.12537784658306,0.065900338863394,2.765516437380181,SHALE,0,0.6863591331550793,0.0,0.065900338863394,0.032950169431697,1.0,0.1,0
Well_0,1870,89.05916058938388,72.61766710905766,0.03162872779173656,2.943318863784432,SHALE,0,0.6132395073672985,0.0,0.03162872779173656,0.01581436389586828,1.0,0.1,0
Well_0,1875,78.02902712445969,63.53612668072806,0.09091867449374277,2.83926089724663,SHALE,0,0.4753628390557461,0.0,0.09091867449374277,0.04545933724687139,0.872703127487428,0.1,0
Well_0,1880,94.33039910997826,72.71400245554953,0.0558079451033333,2.7041475320107287,SHALE,0,0.6791299888747282,0.0,0.0558079451033333,0.02790397255166665,1.0,0.1,0
Well_0,1885,88.84724652139397,66.15168890929809,0.08542894029127328,2.7641632912094245,SHALE,0,0.6105905815174246,0.0,0.08542894029127328,0.04271447014563664,0.9102370485299085,0.1,0
Well_0,1890,79.83422897153159,67.8958082005989,0.06856329191700947,2.7308299175052775,SHALE,0,0.49792786214414486,0.0,0.06856329191700947,0.03428164595850473,1.0,0.1,0
Well_0,1895,79.86699698379239,70.68643078401338,0.06352434542200243,2.735372427699905,SHALE,0,0.4983374622974049,0.0,0.06352434542200243,0.031762172711001214,1.0,0.1,0
Well_0,1900,83.37881788327347,70.593519098031,0.012732818043821016,2.663330779779471,SHALE,0,0.5422352235409184,0.0,0.012732818043821016,0.006366409021910508,1.0,0.1,0
Well_0,1905,80.90475872693234,68.3313256956903,0.06550257525668088,2.8939563790855596,SHALE,0,0.5113094840866543,0.0,0.06550257525668088,0.03275128762834044,1.0,0.1,0
Well_0,1910,96.6657971714769,68.56417819707984,0.05560486205166008,2.6957255325585705,SHALE,0,0.7083224646434612,0.0,0.05560486205166008,0.02780243102583004,1.0,0.1,0
Well_0,1915,87.9040695795328,67.88590438591177,0.06585690509888342,2.7097494062454097,SHALE,0,0.59880086974416,0.0,0.06585690509888342,0.03292845254944171,1.0,0.1,0
Well_0,1920,93.28266608186843,76.95823621144062,0.05291254383503501,2.8080648194975106,SHALE,0,0.6660333260233553,0.0,0.05291254383503501,0.026456271917517506,1.0,0.1,0
Well_0,1925,94.99064085656782,67.2538006765496,0.06289812274305324,2.776935273792139,SHALE,0,0.6873830107070977,0.0,0.06289812274305324,0.03144906137152662,1.0,0.1,0
Well_0,1930,107.57217224952205,20.247703035223157,0.10528279538989847,2.186563471182383,SHALE,0,0.8446521531190256,0.2808706235258285,0.10528279538989847,0.19307670945786348,0.3639839469277417,0.1,0
Well_0,1935,121.10684734198416,28.897052722540984,0.16914296388747688,2.085335802851703,SHALE,0,1.0,0.34222072554442234,0.16914296388747688,0.2556818447159496,0.2300770677509861,0.1,0
Well_0,1940,115.31861763124053,25.00536128359594,0.17024157815866037,2.0820597450543348,SHALE,0,0.9414827203905066,0.34420621511858496,0.17024157815866037,0.25722389663862266,0.2458510798310994,0.1,0
Well_0,1945,98.19819284222598,21.07964671263624,0.04083061843283599,2.104663206148286,SHALE,0,0.7274774105278248,0.3305071477889176,0.04083061843283599,0.1856688831108768,0.3709618178384798,0.1,0
Well_0,1950,99.00408464849676,24.81654357634217,0.11480016943544498,2.2968172750200178,SHALE,0,0.7375510581062095,0.21405013635150436,0.11480016943544498,0.16442515289347467,0.3860655938110604,0.1,0
Well_0,1955,116.09964964589425,21.168027085897684,0.07759505002167945,2.1860771416032674,SHALE,0,0.9512456205736781,0.28116536872529246,0.07759505002167945,0.17938020937348595,0.3831645150258079,0.1,0
Well_0,1960,93.39307919382732,33.1978159268665,0.1399306937837688,2.1091895557143707,SHALE,0,0.6674134899228414,0.32776390562765406,0.1399306937837688,0.23384729970571144,0.23469988908424602,0.1,0
Well_0,1965,89.46406597312497,30.79786671193748,0.10111129480455165,2.245748912840624,SHALE,0,0.6183008246640622,0.24500065888447037,0.10111129480455165,0.17305597684451102,0.3292706942157187,0.1,0
Well_0,1970,90.65113467609007,21.019618476983567,0.10470480115367568,2.150482055383926,SHALE,0,0.6331391834511259,0.30273814825216594,0.10470480115367568,0.20372147470292082,0.33857179359489814,0.1,0
Well_0,1975,102.09475654924131,27.11873800825547,0.07251887728065236,2.1353332490810435,SHALE,0,0.7761844568655164,0.31191924298118573,0.07251887728065236,0.19221906013091905,0.31591395665644606,0.1,0
Well_0,1980,107.79836758115273,26.564683272699472,0.12589593650479688,2.0567522405357175,SHALE,0,0.8474795947644091,0.3595440966450197,0.12589593650479688,0.24272001657490827,0.25277963695978306,0.1,0
Well_0,1985,91.25426955667751,30.368879965908427,0.11451691052151794,2.0868446849582227,SHALE,0,0.6406783694584689,0.34130625154047106,0.11451691052151794,0.22791158103099451,0.2517788343889268,0.1,0
Well_0,1990,122.10693101925898,24.54688177701442,0.139926405684045,2.152125086395556,SHALE,0,1.0,0.30174237188148123,0.139926405684045,0.22083438878276312,0.2890248144000877,0.1,0
Well_0,1995,127.20289051285361,32.733231559027665,0.09707856570775798,2.2244492839590952,SHALE,0,1.0,0.25790952487327556,0.09707856570775798,0.17749404529051677,0.3114022678183919,0.1,0
Well_0,2000,113.04917075988521,30.78770986486687,0.07559978634472705,2.201607724682622,SHALE,0,0.9131146344985652,0.2717528941317442,0.07559978634472705,0.17367634023823564,0.32814867003496656,0.1,0
Well_0,2005,117.17965613252962,15.138885361621178,0.06904973478215694,1.983585033661939,SHALE,0,0.9647457016566202,0.4,0.06904973478215694,0.23452486739107847,0.3465486016461766,0.1,0
Well_0,2010,103.90134291958816,27.508330772394007,0.14961820172501103,2.152651190316329,SHALE,0,0.798766786494852,0.30142352102040665,0.14961820172501103,0.22552086137270883,0.2673505977393742,0.1,0
Well_0,2015,122.88156671974666,17.008154882172185,0.05344601698147555,2.1422797919710175,SHALE,0,1.0,0.3077092169872621,0.05344601698147555,0.18057761698436883,0.42462687882272787,0.1,0
Well_0,2020,110.43606575342682,23.73323708977429,0.042524227160933896,2.1395940047217237,SHALE,0,0.8804508219178352,0.30933696683531897,0.042524227160933896,0.17593059699812644,0.36896072135040886,0.1,0
Well_0,2025,93.5507162589852,27.233128205570896,0.11554543754503564,2.0715332249765583,SHALE,0,0.669383953237315,0.35058592425663127,0.11554543754503564,0.23306568090083346,0.2599997358044571,0.1,0
Well_0,2030,101.45674209066681,18.576758454343377,0.10266711724393504,2.223134993522846,SHALE,0,0.7682092761333351,0.2587060645316083,0.10266711724393504,0.18068659088777167,0.40605897032050053,0.1,0
Well_0,2035,96.73815080067831,26.381125211951435,0.08863976161095696,2.0832937813017596,SHALE,0,0.7092268850084789,0.3434583143625699,0.08863976161095696,0.21604903798676345,0.2849712225479454,0.1,0
Well_0,2040,105.52510766448816,18.6727535580627,0.08793801100171472,2.050893376475639,SHALE,0,0.819063845806102,0.36309492334809756,0.08793801100171472,0.22551646717490614,0.3245021344674859,0.1,0
Well_0,2045,126.24266259319764,24.013361428056992,0.08355572492235262,2.163842000741485,SHALE,0,1.0,0.2946412116718273,0.08355572492235262,0.18909846829708996,0.3412600972242366,0.1,0
Well_0,2050,105.47213076712545,22.720280127832044,0.12297249116343295,2.2073242246865314,SHALE,0,0.8184016345890681,0.26828834867482937,0.12297249116343295,0.19563041991913116,0.3391226302865856,0.1,0
Well_0,2055,101.29039978792846,20.934127335856736,0.09629593924758087,1.9625699147039002,SHALE,0,0.7661299973491058,0.4,0.09629593924758087,0.24814796962379043,0.278523499451199,0.1,0
Well_0,2060,91.44350064204822,30.63568624318949,0.1538965215671687,2.126800724718237,SHALE,0,0.6430437580256028,0.31709046986773526,0.1538965215671687,0.23549349571745198,0.24260920627210622,0.1,0
Well_0,2065,112.3609808945914,25.345667995900122,0.19691391441578732,2.2362896007975133,SHALE,0,0.9045122611823926,0.25073357527423434,0.19691391441578732,0.22382374484501083,0.28063508875351134,0.1,0
Well_0,2070,105.31623534922608,18.999823284750327,0.05635410055440302,2.163000698752125,SHALE,0,0.8164529418653259,0.29515109166537884,0.05635410055440302,0.17575259610989094,0.41278458466447615,0.1,0
Well_0,2075,56.77587198391998,221.2446303203758,0.16018631906535896,2.1464594718692815,SANDSTONE,1,0.2096983997989997,0.30517607765498084,0.16018631906535896,0.2326811983601699,0.1,0.1,1
Well_0,2080,81.21079578748865,56.169154538985154,0.17934432635313624,2.3513788432696354,SHALE,0,0.5151349473436081,0.18098251923052394,0.17934432635313624,0.1801634227918301,0.23419867433977867,0.1,0
Well_0,2085,65.1130625132392,234.87860447534956,0.22527722791072446,2.276096115653206,SANDSTONE,1,0.31391328141549,0.22660841475563268,0.22527722791072446,0.22594282133317856,0.1,0.1,1
Well_0,2090,53.96691789349845,251.36398516063875,0.15331495799109204,2.1223593336812865,SANDSTONE,1,0.1745864736687306,0.3197822220113415,0.15331495799109204,0.23654859000121675,0.1,0.1,1
Well_0,2095,73.60115491207942,303.2285493211779,0.13762647837806052,2.278020851093679,SANDSTONE,1,0.4200144364009928,0.2254419084280734,0.13762647837806052,0.18153419340306698,0.10003604563786746,0.1,0
Well_0,2100,57.83295374554474,243.7592257264393,0.16181168786546868,2.163864050584048,SANDSTONE,1,0.22291192181930927,0.29462784813088005,0.16181168786546868,0.22821976799817437,0.1,0.1,1
Well_0,2105,64.82459571621128,235.1178163067285,0.1876972103660299,2.2289642634025024,SANDSTONE,1,0.31030744645264097,0.25517317369545306,0.1876972103660299,0.22143519203074147,0.1,0.1,1
Well_0,2110,61.949898968098914,233.0929543593825,0.16228036567558476,2.293414610224494,SANDSTONE,1,0.2743737371012364,0.21611235743970064,0.16228036567558476,0.1891963615576427,0.10947693916279919,0.1,1
Well_0,2115,69.34855131300682,231.2321243950792,0.18256347475551152,2.2930942820281763,SANDSTONE,1,0.36685689141258526,0.21630649574049915,0.18256347475551152,0.19943498524800535,0.10427364859463266,0.1,1
Well_0,2120,47.645326625549295,268.7642079798093,0.15970479282425934,2.278631205645886,SANDSTONE,1,0.09556658281936618,0.2250719965782509,0.15970479282425934,0.19238839470125513,0.10026178056794416,0.1,1
Well_0,2125,56.706787871337845,210.4911656592378,0.13075723245613988,2.2368301078913437,SANDSTONE,1,0.20883484839172306,0.2504059952173674,0.13075723245613988,0.19058161383675365,0.11436735131565666,0.1,1
Well_0,2130,66.93660445397784,232.66273511563986,0.19874127935595598,2.1000617071769163,SANDSTONE,1,0.33670755567472294,0.3332959350442931,0.19874127935595598,0.26601860720012455,0.1,0.1,1
Well_0,2135,63.67858145028985,224.94097415062217,0.16002842235856998,2.2367752058637462,SANDSTONE,1,0.2959822681286231,0.2504392691734871,0.16002842235856998,0.20523384576602854,0.10273459920419192,0.1,1
Well_0,2140,55.73524578392349,245.27774297659622,0.20977228986906796,2.1868319625965813,SANDSTONE,1,0.1966905722990436,0.28070790145661734,0.20977228986906796,0.24524009566284266,0.1,0.1,1
Well_0,2145,72.69630055741443,226.6994955074604,0.19547763093009324,2.3483088018110654,SANDSTONE,1,0.4087037569676804,0.1828431504175361,0.19547763093009324,0.18916039067381468,0.11103106891879946,0.1,0
Well_0,2150,39.622934435490116,47.415417976191534,0.19689566940805095,2.2167396812749938,SANDSTONE,0,0.0,0.2625820113484886,0.19689566940805095,0.22973884037826975,0.1998967732423919,0.1,1
Well_0,2155,68.0508381704761,48.35427479675413,0.18218119921682174,2.2205291333270667,SANDSTONE,0,0.3506354771309512,0.26028537374117167,0.18218119921682174,0.2212332864789967,0.2055569153608516,0.1,1
Well_0,2160,76.01720005336108,52.62062426717906,0.1897115854548908,2.200033154868636,SHALE,0,0.4502150006670135,0.2727071788674933,0.1897115854548908,0.23120938216119205,0.18854566375659085,0.1,0
Well_0,2165,59.463317196038076,49.16006126904493,0.19141706986398366,2.199304553692812,SANDSTONE,0,0.24329146495047596,0.27314875533768956,0.19141706986398366,0.2322829126008366,0.194167495678894,0.1,1
Well_0,2170,67.23712800572714,61.6742011895536,0.20571724669558553,2.206901429585006,SANDSTONE,0,0.3404641000715893,0.26854458813029936,0.20571724669558553,0.23713091741294245,0.16980874486090325,0.1,1
Well_0,2175,76.35151865840245,49.23117814370156,0.11843976953729914,2.152336407285041,SHALE,0,0.45439398323003066,0.30161429861512673,0.11843976953729914,0.21002703407621293,0.2145876313900657,0.1,0
Well_0,2180,45.63146022650446,49.48835821897473,0.1801360569683213,2.3670982971404557,SANDSTONE,0,0.07039325283130574,0.17145557749063287,0.1801360569683213,0.17579581722947707,0.2557054233961657,0.1,1
Well_0,2185,67.60865317440464,50.124806436990575,0.20446567302813942,2.0560924874378026,SANDSTONE,0,0.34510816468005795,0.35994394700739235,0.20446567302813942,0.2822048100177659,0.15827387451758554,0.1,1
Well_0,2190,66.69552501784867,55.04903129740089,0.13522591821923952,2.3244836356149876,SANDSTONE,0,0.3336940627231083,0.19728264508182564,0.13522591821923952,0.16625428165053258,0.2563612146928999,0.1,1
Well_0,2195,67.72434351170715,49.092674804069816,0.1985669615758233,2.414638740782785,SANDSTONE,0,0.34655429389633935,0.1426431874043727,0.1985669615758233,0.17060507449009799,0.26454509141824656,0.1,1
Well_0,2200,66.15804198734796,52.38463914296212,0.16580267860642742,2.16499576260125,SANDSTONE,0,0.32697552484184944,0.2939419620598485,0.16580267860642742,0.22987232033313798,0.19006902288999275,0.1,1
Well_0,2205,72.64273760220547,46.83755170568704,0.1817304927092165,2.194770716417224,SANDSTONE,0,0.4080342200275684,0.27589653550471277,0.1817304927092165,0.22881351410696465,0.2019394812063846,0.1,0
Well_0,2210,69.12917769422693,52.760728764930036,0.21070970392037172,2.1921820002500536,SANDSTONE,0,0.36411472117783655,0.27746545439390685,0.21070970392037172,0.2440875791571393,0.1783606009941577,0.1,1
